company_id,company_name,matched_name,score,match_type,orgnr,status,city,jurform,sni,payload
1332,Sveriges Kommuner och Regioner (SKR),SVERIGES KOMMUNER OCH REGIONER,91,fuzzy,162220000315,1,STOCKHOLM,61,94112,"{""PeOrgNr"": ""162220000315"", ""Namn"": ""SVERIGES KOMMUNER OCH REGIONER"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""61"", ""Gatuadress"": """", ""PostNr"": ""11882"", ""PostOrt"": ""STOCKHOLM"", ""COAdress"": """", ""RegDatKtid"": ""19760101"", ""Ng1"": ""94112"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1348,AI Security Lab,AI Security,85,fuzzy,199502012439,9,UTLANDET,10,62020,"{""PeOrgNr"": ""199502012439"", ""Namn"": ""Aleksandrov, Ivan"", ""Foretagsnamn"": ""AI Security"", ""FtgStat"": ""9"", ""JEStat"": ""2"", ""JurForm"": ""10"", ""Gatuadress"": ""595 AUSTIN AVE, APT 904 COQUITLAM, BC V3K067"", ""PostNr"": ""00000"", ""PostOrt"": ""UTLANDET"", ""COAdress"": """", ""RegDatKtid"": ""20201016"", ""Ng1"": ""62020"", ""Ng2"": ""63120"", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1369,University of Burgundy,UNIVERSITY OF BERN,85,fuzzy,165020840913,1,UTLANDET,96,84122,"{""PeOrgNr"": ""165020840913"", ""Namn"": ""UNIVERSITY OF BERN"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""96"", ""Gatuadress"": ""VETSUISSE FACULTY LÄNGGASSSTRASSE 124 CH-3012 BERN"", ""PostNr"": ""00000"", ""PostOrt"": ""UTLANDET"", ""COAdress"": """", ""RegDatKtid"": ""20230825"", ""Ng1"": ""84122"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1370,SSG Standard Solutions Group AB,SSG Standard Solutions Group AB,95,fuzzy,165564031523,1,SUNDSVALL,49,71122,"{""PeOrgNr"": ""165564031523"", ""Namn"": ""SSG Standard Solutions Group AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""SKÖNSBERGSVÄGEN 3"", ""PostNr"": ""85641"", ""PostOrt"": ""SUNDSVALL"", ""COAdress"": """", ""RegDatKtid"": ""19900813"", ""Ng1"": ""71122"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1371,The Farama Foundation,THE BARAKAH FOUNDATION,88,fuzzy,168025248157,0,ANGERED,61,94990,"{""PeOrgNr"": ""168025248157"", ""Namn"": ""THE BARAKAH FOUNDATION"", ""Foretagsnamn"": """", ""FtgStat"": ""0"", ""JEStat"": ""1"", ""JurForm"": ""61"", ""Gatuadress"": ""HAMMARKULLETORGET 31"", ""PostNr"": ""42437"", ""PostOrt"": ""ANGERED"", ""COAdress"": ""FADUMO AHMED ALI"", ""RegDatKtid"": ""20190619"", ""Ng1"": ""94990"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1385,Helsingborg Stad,HELSINGBORG STORBAND,89,fuzzy,168430026495,0,ÅSTORP,61,90030,"{""PeOrgNr"": ""168430026495"", ""Namn"": ""HELSINGBORG STORBAND"", ""Foretagsnamn"": """", ""FtgStat"": ""0"", ""JEStat"": ""1"", ""JurForm"": ""61"", ""Gatuadress"": ""KOLONIGATAN 1"", ""PostNr"": ""26538"", ""PostOrt"": ""ÅSTORP"", ""COAdress"": ""JONAS SVEDBERG"", ""RegDatKtid"": ""19960916"", ""Ng1"": ""90030"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1401,Hyperight,Hyperight AB,86,fuzzy,165590107842,1,STOCKHOLM,49,82300,"{""PeOrgNr"": ""165590107842"", ""Namn"": ""Hyperight AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""REGERINGSGATAN 70 A LGH 1103"", ""PostNr"": ""11139"", ""PostOrt"": ""STOCKHOLM"", ""COAdress"": """", ""RegDatKtid"": ""20150416"", ""Ng1"": ""82300"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1406,Lidingö Stad,LIDINGÖ STAD IF,89,fuzzy,168024732086,0,ENSKEDE,61,00000,"{""PeOrgNr"": ""168024732086"", ""Namn"": ""LIDINGÖ STAD IF"", ""Foretagsnamn"": """", ""FtgStat"": ""0"", ""JEStat"": ""1"", ""JurForm"": ""61"", ""Gatuadress"": ""SÅGVERKSGATAN 102"", ""PostNr"": ""12241"", ""PostOrt"": ""ENSKEDE"", ""COAdress"": ""GUSTAVSSON"", ""RegDatKtid"": ""20130627"", ""Ng1"": ""00000"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1414,Deeplogic AI,DeepLogic AB,92,fuzzy,165591618771,1,LANDSKRONA,49,71122,"{""PeOrgNr"": ""165591618771"", ""Namn"": ""DeepLogic AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""LILLA STRANDGATAN 5 B"", ""PostNr"": ""26129"", ""PostOrt"": ""LANDSKRONA"", ""COAdress"": """", ""RegDatKtid"": ""20180614"", ""Ng1"": ""71122"", ""Ng2"": ""62010"", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1420,Örebro Universitet Holding AB,Örebro Universitet Holding AB,95,fuzzy,165568975360,1,ÖREBRO,49,74900,"{""PeOrgNr"": ""165568975360"", ""Namn"": ""Örebro Universitet Holding AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""FAKULTETSGATAN 1"", ""PostNr"": ""70182"", ""PostOrt"": ""ÖREBRO"", ""COAdress"": """", ""RegDatKtid"": ""20120705"", ""Ng1"": ""74900"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1432,Chalmers Studentkår Promotion,Chalmers Studentkår Promotion AB,95,fuzzy,165567631394,1,GÖTEBORG,49,82300,"{""PeOrgNr"": ""165567631394"", ""Namn"": ""Chalmers Studentkår Promotion AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""TEKNOLOGPLATSEN 2"", ""PostNr"": ""41258"", ""PostOrt"": ""GÖTEBORG"", ""COAdress"": """", ""RegDatKtid"": ""20080807"", ""Ng1"": ""82300"", ""Ng2"": ""81100"", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1435,Responsr,RESPONS,93,fuzzy,168025422661,0,MALMÖ,61,94990,"{""PeOrgNr"": ""168025422661"", ""Namn"": ""RESPONS"", ""Foretagsnamn"": """", ""FtgStat"": ""0"", ""JEStat"": ""1"", ""JurForm"": ""61"", ""Gatuadress"": ""SCANIAPLATSEN 5  LGH 1401"", ""PostNr"": ""21117"", ""PostOrt"": ""MALMÖ"", ""COAdress"": ""VERONICA PETTERSSON"", ""RegDatKtid"": ""20230210"", ""Ng1"": ""94990"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1454,Kungl. IngenjörsVetenskapsAkademien (IVA),KUNGL.INGENJÖRSVETENSKAPSAKADEMIEN IVA,96,fuzzy,162620001160,1,STOCKHOLM,87,72190,"{""PeOrgNr"": ""162620001160"", ""Namn"": ""KUNGL.INGENJÖRSVETENSKAPSAKADEMIEN IVA"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""87"", ""Gatuadress"": ""BOX 5073"", ""PostNr"": ""10242"", ""PostOrt"": ""STOCKHOLM"", ""COAdress"": """", ""RegDatKtid"": ""19790101"", ""Ng1"": ""72190"", ""Ng2"": ""72110"", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1464,Innovation Skåne,Innovation Skåne AB,91,fuzzy,165564955366,1,LUND,49,70220,"{""PeOrgNr"": ""165564955366"", ""Namn"": ""Innovation Skåne AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""SCHEELEVÄGEN 8"", ""PostNr"": ""22381"", ""PostOrt"": ""LUND"", ""COAdress"": ""MEDICON VILLAGE"", ""RegDatKtid"": ""19941001"", ""Ng1"": ""70220"", ""Ng2"": ""85600"", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1467,Smart Innovation Norway,SMART INNOVATION NORWAY AS,94,fuzzy,165020922869,9,UTLANDET,96,72190,"{""PeOrgNr"": ""165020922869"", ""Namn"": ""SMART INNOVATION NORWAY AS"", ""Foretagsnamn"": """", ""FtgStat"": ""9"", ""JEStat"": ""1"", ""JurForm"": ""96"", ""Gatuadress"": ""HÅKAN MELBERGS VEI 16 1783 HALDEN"", ""PostNr"": ""00000"", ""PostOrt"": ""UTLANDET"", ""COAdress"": """", ""RegDatKtid"": ""20221209"", ""Ng1"": ""72190"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1481,Umeå University,UMEÅ UNIVERSITET,90,fuzzy,162021002874,1,UMEÅ,81,85420,"{""PeOrgNr"": ""162021002874"", ""Namn"": ""UMEÅ UNIVERSITET"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""81"", ""Gatuadress"": """", ""PostNr"": ""90187"", ""PostOrt"": ""UMEÅ"", ""COAdress"": """", ""RegDatKtid"": ""19770101"", ""Ng1"": ""85420"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1497,Playground TV,PLAYGROUND,87,fuzzy,168025183099,0,VARBERG,61,94990,"{""PeOrgNr"": ""168025183099"", ""Namn"": ""PLAYGROUND"", ""Foretagsnamn"": """", ""FtgStat"": ""0"", ""JEStat"": ""1"", ""JurForm"": ""61"", ""Gatuadress"": ""VÄSTGÖTAGATAN 326"", ""PostNr"": ""43239"", ""PostOrt"": ""VARBERG"", ""COAdress"": ""MAITE SUAREZ KARLSSON"", ""RegDatKtid"": ""20180816"", ""Ng1"": ""94990"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1503,Almi,Almis,89,fuzzy,198305063904,1,MALMÖ,10,85599,"{""PeOrgNr"": ""198305063904"", ""Namn"": ""Moraga Inzunza, Marcela"", ""Foretagsnamn"": ""Almis"", ""FtgStat"": ""1"", ""JEStat"": ""2"", ""JurForm"": ""10"", ""Gatuadress"": ""KÖRSVENSGATAN 10"", ""PostNr"": ""21621"", ""PostOrt"": ""MALMÖ"", ""COAdress"": """", ""RegDatKtid"": ""20140612"", ""Ng1"": ""85599"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1513,Kalmar Science Park,KALMAR SCIENCE PARK AB,93,fuzzy,165565042859,1,KALMAR,49,70220,"{""PeOrgNr"": ""165565042859"", ""Namn"": ""KALMAR SCIENCE PARK AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""BREDBANDET 1"", ""PostNr"": ""39251"", ""PostOrt"": ""KALMAR"", ""COAdress"": """", ""RegDatKtid"": ""19950129"", ""Ng1"": ""70220"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1544,Teknikministeriet,Teknikministeriet AB,92,fuzzy,165590769070,1,VÄRMDÖ,49,70210,"{""PeOrgNr"": ""165590769070"", ""Namn"": ""Teknikministeriet AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""HJORTRONMOSSEVÄGEN 39"", ""PostNr"": ""13935"", ""PostOrt"": ""VÄRMDÖ"", ""COAdress"": ""MAGNUS ASCHAN"", ""RegDatKtid"": ""20160922"", ""Ng1"": ""70210"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1601,M.O.A.A. Consulting AB,M.O.A.A. Consulting AB,93,fuzzy,165591752646,1,SOLNA,49,70220,"{""PeOrgNr"": ""165591752646"", ""Namn"": ""M.O.A.A. Consulting AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""ÖSTERVÄGEN 1"", ""PostNr"": ""16952"", ""PostOrt"": ""SOLNA"", ""COAdress"": ""MOA NORSTRÖM"", ""RegDatKtid"": ""20181018"", ""Ng1"": ""70220"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1607,Skolverket,Skojverket,90,fuzzy,197004099318,9,VELLINGE,10,45400,"{""PeOrgNr"": ""197004099318"", ""Namn"": ""Nilsson, Johan"", ""Foretagsnamn"": ""Skojverket"", ""FtgStat"": ""9"", ""JEStat"": ""2"", ""JurForm"": ""10"", ""Gatuadress"": ""INGELSVÄGEN 10"", ""PostNr"": ""23541"", ""PostOrt"": ""VELLINGE"", ""COAdress"": """", ""RegDatKtid"": ""19931008"", ""Ng1"": ""45400"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1614,Stena AB,STENTA,91,fuzzy,169340071076,1,KATRINEHOLM,21,02101,"{""PeOrgNr"": ""169340071076"", ""Namn"": ""STENTA"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""21"", ""Gatuadress"": ""STENTA GÅRD 2"", ""PostNr"": ""64193"", ""PostOrt"": ""KATRINEHOLM"", ""COAdress"": """", ""RegDatKtid"": ""20120112"", ""Ng1"": ""02101"", ""Ng2"": ""70220"", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1615,Oxide AI,Oxide AB,88,fuzzy,165591592596,1,MALMÖ,49,62010,"{""PeOrgNr"": ""165591592596"", ""Namn"": ""Oxide AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""VÄSTERGATAN 18 B"", ""PostNr"": ""21121"", ""PostOrt"": ""MALMÖ"", ""COAdress"": """", ""RegDatKtid"": ""20180517"", ""Ng1"": ""62010"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1616,Romerska katolska kyrkan,ROMERSK-KATOLSKA KYRKAN,94,fuzzy,162520026531,1,STOCKHOLM,63,94910,"{""PeOrgNr"": ""162520026531"", ""Namn"": ""ROMERSK-KATOLSKA KYRKAN"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""63"", ""Gatuadress"": ""BOX 4114"", ""PostNr"": ""10262"", ""PostOrt"": ""STOCKHOLM"", ""COAdress"": """", ""RegDatKtid"": ""20000814"", ""Ng1"": ""94910"", ""Ng2"": ""85599"", ""Ng3"": ""88994"", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1621,Södra Älvsborgs Sjukhus,SÖDRA ÄLVSBORGS JUF,86,fuzzy,168645016141,0,SEXDREGA,61,93120,"{""PeOrgNr"": ""168645016141"", ""Namn"": ""SÖDRA ÄLVSBORGS JUF"", ""Foretagsnamn"": """", ""FtgStat"": ""0"", ""JEStat"": ""1"", ""JurForm"": ""61"", ""Gatuadress"": ""SNÄRSBO EKBACKEN"", ""PostNr"": ""51291"", ""PostOrt"": ""SEXDREGA"", ""COAdress"": ""ANETTE BACKMAN"", ""RegDatKtid"": ""19880129"", ""Ng1"": ""93120"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1625,VR Sverige AB,VR Sverige AB,87,fuzzy,165563519437,1,NACKA,49,49100,"{""PeOrgNr"": ""165563519437"", ""Namn"": ""VR Sverige AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""SICKLASTRÅKET 4  3TR"", ""PostNr"": ""13154"", ""PostOrt"": ""NACKA"", ""COAdress"": """", ""RegDatKtid"": ""19890312"", ""Ng1"": ""49100"", ""Ng2"": ""49311"", ""Ng3"": ""49319"", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1640,IvoryTower Consulting,Ivory Tower Consulting AB,91,fuzzy,165594406042,1,VÄSTRA FRÖLUNDA,49,62020,"{""PeOrgNr"": ""165594406042"", ""Namn"": ""Ivory Tower Consulting AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""CLEMENTINGATAN 25"", ""PostNr"": ""42654"", ""PostOrt"": ""VÄSTRA FRÖLUNDA"", ""COAdress"": ""DANIEL BJARSCH"", ""RegDatKtid"": ""20230707"", ""Ng1"": ""62020"", ""Ng2"": """", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1649,EC Utbildning,EC Utbildning AB,90,fuzzy,165566264387,1,STOCKHOLM,49,85410,"{""PeOrgNr"": ""165566264387"", ""Namn"": ""EC Utbildning AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""BOX 213"", ""PostNr"": ""10124"", ""PostOrt"": ""STOCKHOLM"", ""COAdress"": """", ""RegDatKtid"": ""20020409"", ""Ng1"": ""85410"", ""Ng2"": ""85311"", ""Ng3"": """", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
1650,Volym Digitalbyrå AB,Volym Digitalbyrå AB,92,fuzzy,165569059149,1,GÖTEBORG,49,59110,"{""PeOrgNr"": ""165569059149"", ""Namn"": ""Volym Digitalbyrå AB"", ""Foretagsnamn"": """", ""FtgStat"": ""1"", ""JEStat"": ""1"", ""JurForm"": ""49"", ""Gatuadress"": ""MASTHAMNSGATAN 21"", ""PostNr"": ""41329"", ""PostOrt"": ""GÖTEBORG"", ""COAdress"": """", ""RegDatKtid"": ""20121004"", ""Ng1"": ""59110"", ""Ng2"": ""73111"", ""Ng3"": ""59120"", ""Ng4"": """", ""Ng5"": """", ""Reklamsparrtyp"": ""1""}"
