id;name;website;type;scraped_text;meta_description;sectors;domains;dimensions;ai_capabilities;status;status_code
1790;Claesson & Partners;claessonpartners.se;supplier;Bättre business är vår business Ett garanterat lönsamt lönsamhets-erbjudande Läs mer Alla är bäst på något. Vi är bäst på att styra företag mot lönsamhet. Vad vi gör Läs mer Vad vi gjort Läs mer Let's get to business Läs mer;Vår drivkraft är att skapa lönsamma och konkurrenskraftiga företag för framtiden. Alla är bäst på något. Vi är bäst på att styra företag mot lönsamhet.;Civil Society, Automotive, Mining & Steel, Healthcare & Life Sciences, Municipality, Telecommunications, Manufacturing, Education, Region;;;;success;200
1743;Brandskyddsföreningen;https://www.brandskyddsforeningen.se/;publicsector;Brandskyddsföreningen - för ett säkert och hållbart Sverige Fyra B:n för ett brandsäkert Sverige Nu brandsäkrar vi Sverige. Lär dig mer om hur du brandsäkrar ditt hem med de fyra B:na inom brandskydd: Brandvarnare, Brandsläckare, Brandfilt och Boendeförsäkring. Kunskap räddar liv. Läs mer Restvärderäddning För det som är värt att rädda När det värsta tänkbara händer är det viktigt att vara förberedd. Därför har vi tagit fram en restvärdelista som syftar till att hjälpa oss på Restvärderäddning, hjälpa dig, med det som är värt att rädda. Ladda ner restvärdelistan Bli medlem Heta Arbeten® Restvärderäddning Elsäkerhet och Besiktning Lokala föreningar Utbildningar och produkter Civil insatsperson Press och media Kunskap Brandsäkerhet i hemmet Hemmet är vår trygghet. Där umgås vi med familj och vänner och njuter av värme och samvaro. Här hittar du information om vad du bör tänka på i hemmet för att förebygga brand och hur du ska agera om olyckan väl är framme. Läs mer Vårt arbete Var med och gör Sverige brandsäkert Brandskyddsföreningen har i över 100 år arbetat för att öka brandsäkerheten i samhället och minska skadekostnaderna. Bli medlem och stöd vårt arbete – tillsammans gör vi det möjligt att nå vår vision om ett brandsäkert och hållbart Sverige. Prova på medlemskapet kostnadsfritt året ut Nyhet | 2025-10-22 RVR på plats vid branden på seniorboendet i Sunne När seniorboendet Allégården i Sunne fattar eld i gryningen, startar restvärdeledare Håkan Andersson sitt arbete långt innan han hunnit till platsen. Genom snabb samordning och nära samarbete med räddningstjänst, kommun och försäkringsbolag agerar han direkt för att begränsa skadorna. Med beslutsamma insatser lyckas han återställa tryggheten och skapa förutsättningar för de äldre att återvända hem – redan nästa dag. Läs mer Nyhet | 2025-10-08 Första Flammyboken är här Brandskyddsföreningens maskot Flammy har länge varit en trygg guide för barn när det gäller brandsäkerhet. Nu finns han även i boken ”Flammy och popcornbranden” från bokförlaget Opal, där barn får livsviktig kunskap om vad man gör när det brinner – på ett konkret och lekfullt sätt. Läs mer Pressmeddelande | 2025-05-28 Nytt regelverk ska motverka brand på byggarbetsplatser Statens haverikommissions (SHK) rapport om branden i Oceana Vattenvärld på Liseberg, visar bland annat på oklarheter beträffande brandskyddsarbetet på byggarbetsplatsen. För att förhindra att liknande olyckor inträffar igen har Brandskyddsföreningen tagit fram ett nytt regelverk för brandskydd under byggtid. Läs mer Läs fler nyheter Håll dig uppdaterad med Brandskyddsföreningens nyhetsbrev! Prenumerera ×;Brandskyddsföreningens fokusfrågor påverkar samhället att ta större ansvar för ett brandsäkrare Sverige. På så vis räddar vi tillsammans liv och egendom.;;;;;success;200
1727;Knowit;knowit.se;supplier;Building the future takes a whole set of digitalization skills. Welcome to our world. Shaping a new future for your business takes a whole set of digitalization skills. We’ve got these skills. And we combine them to also create a sustainable and humane society. Welcome to our world. Vårt erbjudande Kunder Karriär Design inspired by the Nordic sky above Knowit, • • • • SMHI Från föreläggande till föredöme – så hjälpte Knowit SMHI att få ordning på arkivredovisningen OFFENTLIG SEKTOR Slide 1 of 10 Innovation Norge Komponerbar kärnbankplattform stärker norsk affärstillväxt BANK, FINANS & FÖRSÄKRING MSB Cybersäkerhetsrådgivning till offentlig och privat sektor OFFENTLIG SEKTOR Anonym kund Skalbar och säker AWS Landing Zone för ett globalt företag TELEKOM Stockholm Exergi Så skapade Stockholm Exergi förutsättningar för ett mer hållbart energisystem ENERGI Försvarsmakten Strategiskt samarbete för digital omställning inom Försvarsmakten OFFENTLIG SEKTOR Logistikföretag Ny färdplan gav 30 procent lägre utsläpp för logistikföretag HANDEL & TJÄNSTER CTEK Dubbel väsentlighetsanalys gav tydligare väg framåt för CTEK INDUSTRI Zygizo One Så gjorde vi snöövervakning smartare med IoT ENERGI Brage Finans Ansökningar om billån ökade med nära 50 % – tack vare teknik och användarupplevelse från Knowit BANK, FINANS & FÖRSÄKRING Fremia Fremias nya sajt har fokus på användaren och laddar 92 procent snabbare MEDIA & UTBILDNING Fler samarbeten Nyheter 2025-11-04 Nyhet Knowit fortsätter samarbetet med Femme Defence – för en mer inkluderande försvarssektor 2025-10-28 Pressmeddelande Rättelse: Knowit AB:s styrelse har beslutat om återköp av egna aktier 2025-10-28 Pressmeddelande Valberedning i Knowit AB Fler nyheter;Knowit är ett it-konsultbolag med 3900 it-konsulter som levererar digitala lösningar & hjälper kunder med med deras digitala transformation. Kontakta oss!;Consulting & Advisory;IT & Software;;;success;200
1602;Appalume AB;appalume.se;startup;Bygg ditt företag med oss Vi står redo att assistera dig med alla dina digitala behov – från utveckling av hemsidor till affärssystem, molntjänster och AI-lösningar. IT lösningar för dina idéer Kontakt SKALBARA LÖSNINGAR SOM FÖLJER DIG FRÅN GARAGET TILL BÖRSNOTERING ​ Traditionellt sett har AI modeller som körs lokalt endast varit tillgängliga för företag med enorma resurser. Inte nu längre. Tack vare nya teknologier och med hjälp av våra skickliga maskininlärningsinjengörer kan vi nu erbjuda tjänster som förut var reserverat för gigantiska företag även till mindre aktörer. Klicka här för att se vad vi kan hjälpa er med! Tjänster TIDIGARE KUNDER Byggbilen i Östergötland AB Byggbilen har som mål att effektivisera byggbranschen genom gröna och smidiga transporter. För att göra detta behövs en app där man som entreprenör kan beställa byggmaterial från en stor mängd leverantörer. Detta kräver att appen måste kunna hämta data från ca 50 olika leverantörer. Vår app klarar av detta och just nu har Byggbilen ca 570 byggare som indirekt använder appen dagligen Se byggbilens resa Medicinska Föreningen i Stockholm Medicinska Föreningen har länge haft manuella blanketter som fylls i av studenterna. Vid ett universitet med ca 6000 studerande blir detta snabbt väldigt tidskrävande. Detta löste vi genom att skapa ett automatiserat flöde som bland annat tar hjälp av AI teknik och digitala signaturer för att minska arbetsbördan signifikant. Upptäck mer;Hjälper dig med alla dina IT behov. Tillahandahåller allt från hemsidor till affärssystem, molnlösningar till skräddarsydda AI tjänster;Healthcare & Life Sciences, Information Technology;Research & Development, IT & Software;Technology, Data;;success;200
1147;Accenture;https://www.accenture.com/se-en;supplier;"Close Research Report Sovereign AI: From managing risk to accelerating growth Sovereign AI isn’t just a control play—it’s a game-changer for global competitiveness and cultural value. Discover how organizations are moving fast to secure their advantage and shape AI’s future, following four bold moves. Expand Close Research Report Holiday Shopping 2025: Tis the season for smarter spending and renewed confidence Holiday shoppers, facing decision stress and high prices, are seeking value combined with experience, convenience and connection. Many are turning to Gen AI for inspiration, product comparisons and smarter shortlists. Expand Close Case Study Poste Italiane pivots from postal service to national platform With AI and cloud at its core, the 160-year-old institution now connects 45 million citizens to essential services like banking and energy—and is redefining public service delivery across Italy. Expand Close Research Report Learning, reinvented. Accelerating human-AI collaboration Humans and AI must learn and adapt together through continuous co-learning. Yet only 11% of organizations are currently equipped to do so effectively, creating an urgent gap and a significant opportunity. Expand Close Case Study Bristol Myers Squibb accelerates drug development with generative AI Integrating data, technology, and generative AI to bring breakthrough therapies to more patients faster. Expand Close Research Report 4 critical actions to take now to strengthen your cyber defenses Cyber risks are growing faster than ever, outpacing security efforts. How do you get ahead of these threats? In this year’s State of Cybersecurity Resilience, learn the steps to build resilience as you embrace AI transformation. Expand Close Research Report AI and your operating model: Radically new ways of working Traditional workflows, functions jobs and skills will evolve with gen AI. Learn how you can accelerate reinvention with an operating model that holistically integrates tech, talent and processes to drive sustainable growth. Expand Close Case Study Noli uses AI to beat the beauty jungle and find your perfect match Noli and Accenture use AI to personalize skincare and haircare, helping shoppers to find trusted matches with confidence and ease. Expand Carousel slider control ""AI is only a technology. The value comes from reinvention of how we work, our workforces and the tools we use… We are making sure that we are leading the way with our own reinvention."" Julie Sweet, quoted in Fortune, August/September 2025 Read more 360° VALUE Every day, we embrace change and create value for all our stakeholders around the world. See the report play automatic slide show pause automatic slide show show previous slide slideText 1 ofText / 1 show next slide Belden unlocks real-time insights with AI The global networking and connectivity solutions leader is helping customers stay competitive with Belden Horizon, an AI-powered platform that analyzes facility-wide data to deliver instant visibility into manufacturing operations and performance. Read more Vodafone dials up its digital edge By pivoting to a cloud-native, digital-first model, the global telecom leader is accelerating product launches, streamlining operations and delivering faster, more intuitive experiences to millions of customers. Read more Microsoft scales cloud at the speed of AI The cloud services leader is reinventing its supply chain to meet surging AI demand—doubling data center capacity while boosting speed, resilience and sustainability. Centralized data and digital twin-powered control towers are enabling smarter decisions and unlocking $100M in savings across global operations. Read more HP reimagines global learning The global tech leader is transforming training with a bold new strategy—empowering its people with personalized, scalable learning to build a future-ready, high-performing sales force. Read more Generali transforms learning with AI The global insurer is upskilling 87,000 employees, advancing continuous learning, future-ready skills and talent mobility. Read more Global recognition and awards Toggle awards card detail view A Leader in Reinvention​ Our Chair and CEO, Julie Sweet, is No. 11 on Fortune’s 2025 Most Powerful People in Business; one of the TIME100 Most Influential People of 2024; and received the Anti-Defamation League’s highest honor, the Courage Against Hate Award.​ Every day, Julie and our people demonstrate why Accenture is our clients’ reinvention partner of choice, with innovation and people at the center.​ See related awards Toggle awards card detail view A Great Place to Work® Ranked No. 6 on the Great Place To Work® World's Best Workplaces™ list. This recognition is based on feedback from our people—measuring their level of trust, pride and camaraderie at work. See related awards Toggle awards card detail view A Top Consulting Firm Earned a top spot among the World’s Best Management Consulting Firms. Forbes recognized Accenture as one of th...";Accenture embraces the power of change to create 360° value and shared success for our clients, people, shareholders, partners and communities. Learn more.;;;;;success;200
1458;Datatera AB;https://www.datatera.se;startup;Datatera is a data analytics platform designed to enhance healthcare outcomes. Datatera analyzes patient sentiments to improve patient-doctor communication responsiveness and effectiveness. Datatera provides real-time insights to healthcare providers to help them serve more patients in an environment where patients feel more engaged while receiving care.;Datatera | Enhancing Every Patient's Journey: Your Partner in Healthcare. Datatera provides an efficient and accurate method for analyzing patient sentiments with a holistic approach for a better patient experience.;Healthcare & Life Sciences;Research & Development, Innovation;Technology, Data;;success;200
1957;KAN Agency;https://kan.se;corporation;Digitalbyrå i Stockholm och Malmö Smarta lösningar i en digital värld Case MFF Case Sieps Insikter Trendsnack 2025 Insikter Trion bakom arbetet med Triangeln Case Triangeln Insikter Tillgänglighet på din webbplats Din digitala partner Vi är en av Sveriges största digitalbyråer med kontor i Stockholm och Malmö. Med våra specialistteam och vårt fullserviceerbjudande är vi din digitala partner. Vi skapar förändring för globala och lokala varumärken som vill mer. Alltid med värdefulla kundupplevelser som nyckeln till att få affärerna att växa. Vi erbjuder allt från research, strategiska plattformar och servicedesign till teknikutveckling, film och marknadsföring för att skapa de smartaste digitala lösningarna. VÅRT ERBJUDANDE Vi förverkligar dina digitala visioner! Kärnan i vårt arbete är att förstå slutkundens behov och att skapa nytta. Vi är en digitalbyrå med rötterna i kommunikation, som riktar oss till företag och organisationer som förstår att engagerande kommunikation, positiva användarupplevelser och ett starkt varumärkesuttryck har en avgörande betydelse. Med hjälp av rätt kommunikation och teknik i rätt kanaler, kan vi skapa digitala lösningar som attraherar och ger mätbara resultat. Våra kunder är företag inom både B2B och B2C, och alla har de gemensamt att de föredrar en långsiktig partner i en digitalbyrå, snarare än en leverantör. Prenumerera på vårt nyhetsbrev! Ta del av insikter och nyheter från vår värld av digital kommunikation. Här är några av våra kunder Läs mer Tetra Pak Kommunikation med global effekt Läs mer Nestlé Good Food, Good Life Läs mer E.ON It’s on us to make new energy work Se fler kundcase Det här är KAN KAN startade som webbyrå 2005 och firar därmed 20 år i år. Idag är vi en av Sveriges största digitalbyråer med +100 specialister inom kommunikation, strategi, koncept, UX, design, copywriting, film, social media, utveckling och analys. Vi utvecklar våra kunders affärer med effektiv digital kommunikation och smart tjänsteutveckling. NYFIKEN PÅ MER? Joina oss Nyfiken på att jobba hos oss? Besök vår karriärsajt;Digitalbyrå i Stockholm och Malmö som erbjuder allt från digital strategi, design och branding till webbutveckling, digital marknadsföring och film.;Consulting & Advisory;;;;success;200
1575;Skrypt AB;https://www.skryptlabs.com/;startup;Empowering Clinicians with AI-Driven Documentation. Streamline your clinical workflow with intelligent, real-time documentation solutions.;Skrypt AI Labs builds intelligent automation solutions that simplify clinical documentation and optimize healthcare workflows.;Financial;Accounting & Finance, IT & Software;Organization;;ssl_error;
2024;Finansinspektionen;finansinspektionen.se;publicsector;"En stabil och väl fungerande finansmarknad för alla English Prenumerera Våra register E-tjänster och blanketter × Sökhjälp För konsumenter Stabilitet Hållbarhet Bank Betalningar Försäkring Marknad Publicerat Om FI Prenumerera Våra register E-tjänster och blanketter English För konsumenter Stabilitet Hållbarhet Bank Betalningar Försäkring Marknad Publicerat Om FI Stor skillnad i bolåneränta Skillnaden i bolåneränta mellan Sveriges största banker kan innebära tusentals kronor i extra kostnader för hushållen. Det kan kosta över 4 500 kronor om året. Ny sammanställning från FI Här är riskerna med tips i sociala medier Fem saker att tänka på när du följer finfluencers Intresserad av samhällsaktuella frågor? Välkommen att söka jobb hos oss! På FI får du arbeta med frågor som påverkar den finansiella marknaden, bidrar till en hållbar utveckling och stärker konsumentskyddet. Sprid riskerna på börsen Vår konsumentskyddsekonom Moa Langemark tipsar om vad du ska tänka på när du sparar i aktier. Se upp för bedrägerier med aktier När du blir kontaktad av någon som vill ge dig aktietips kan det i själva verket röra sig om ett så kallat ""pump and dump""-bedrägeri. Se videon och klicka på länken för tips på hur du undviker bedrägerier. Diariet FI:s varningslista Företagsregistret Sök föreskrifter (FFFS) Penningtvätt Innovationscenter Privatekonomisk utbildning FI Granskar Granskningar FI avslutar undersökning av Avida Finans 2025-11-11 FI har undersökt hur Avida Finans AB (Avida) har levt upp till konsumentkreditlagens krav på kreditprövningar. FI undersöker Bankgirot 2025-11-07 Finansinspektionen ska undersöka hur Bankgirocentralen BGC AB (Bankgirot) följer säkerhetsskyddsregelverket. Undersökningen omfattar företagets… FI granskar övergångsregler för utgivning av säkerställda obligationer 2025-10-22 Finansinspektionen ska genomföra en fördjupad analys som syftar till att kartlägga hur utgivare av säkerställda obligationer har tillämpat… FI avslutar undersökning av Zimpler 2025-10-15 FI har undersökt hur Zimpler AB har följt penningtvättsreglerna. FI undersöker SEB 2025-10-14 Finansinspektionen ska undersöka hur SEB har följt reglerna i bland annat lagen om värdepappersmarknaden och marknadsmissbruksförordningen. FI kommer… FI avslutar undersökning av Rocker 2025-10-09 Finansinspektionen har lagt ner undersökningen av Rocker, eftersom Rocker inte längre bedriver någon verksamhet som faller under FI:s tillsyn. FI granskar risker med flytt på tjänstepensionsmarknaden 2025-10-06 FI genomför en fördjupad analys med syfte att få en djupare förståelse om risker vid flytt av kollektivavtalad tjänstepension. Vi kommer att träffa… FI avslutar penningtvätts-undersökning av Lån & Spar Sverige 2025-10-03 FI har undersökt hur Lån & Spar Sverige, bankfilial, följer penningtvättsregelverket. FI har avslutat undersökningen. FI undersöker Nasdaq Clearing 2025-10-01 Finansinspektionen ska undersöka hur Nasdaq Clearing följer säkerhetsskyddsregelverket. Undersökningen omfattar Nasdaq Clearings regelefterlevnad vad… FI avslutar undersökning av Moank 2025-10-01 Finansinspektionen (FI) har avslutat undersökningen av Moanks kreditprövning av konsumentkrediter. Undersökningen inleddes den 4 juni 2025 och… FI avslutar undersökning av 0TO9 (tidigare Nstart) 2025-08-29 FI har undersökt om 0TO9 (tidigare Nstart) har bedömt enskilda konsumenters förmåga att betala tillbaka en kredit. Eftersom det inte har framkommit… FI avslutar undersökning av Intrum Sverige 2025-08-29 Finansinspektionen har undersökt om den rekonstruktion som moderbolaget till Intrum Sverige varit föremål för påverkade förutsättningarna för Intrum… FI avslutar utredning av Pricer 2025-07-25 FI har utrett om Pricer AB har brutit mot bestämmelserna i marknadsmissbruksförordningen i samband med ett offentliggörande av insiderinformation.… FI granskar kreditinstituts tillämpning av förväntade kreditförluster 2025-07-11 FI ska genomföra en fördjupad analys som syftar till att utvärdera hur kreditinstitut mäter tillgångskvalitet och tillämpar IFRS9. Kreditinstitut bör förbättra sina strategier för nödlidande lån 2025-07-09 Kreditinstitut med en stor andel nödlidande lån bör förbättra sina strategier för att hantera dem. Det är en av slutsatserna i en fördjupad analys… Alla granskningar Aktuellt Aktuellt Avida Finans får sanktionsavgift för bristande kreditprövningar Publicerad 2025-11-11 Finansinspektionen ger Avida Finans AB en anmärkning och en sanktionsavgift på 20 miljoner kronor för att ha beviljat lån till konsumenter som saknat… FI undersöker Bankgirot Publicerad 2025-11-07 Finansinspektionen ska undersöka hur Bankgirocentralen BGC AB (Bankgirot) följer säkerhetsskyddsregelverket. Stor skillnad i bolåneräntor – kan kosta över 4 500 kronor om året Publicerad 2025-11-06 Skillnaden i bolåneränta mellan Sveriges största banker kan innebära tusentals kronor i extra kostnader för hushållen. Det visar en ny… FI följer riktlinjer om ADC-exponeringar Publicerad 2025-11-05 Finansinspektionen...";Vi arbetar för ett stabilt finansiellt system, ett högt skydd för konsumenter och en hållbar utveckling.;Financial;;;;success;200
1414;Deeplogic AI;https://deeplogicai.tech/;supplier;Enabling Organisations to Adopt AI AI Solutions for your Business Talk to an Expert Explore Use Cases Our Process From initial data assessment to deployment of fully-customised AI solution with true impact, we are with you at every step of the journey. 1 AI Value Identification We identify processes in your business where AI adoption can have significant impact 2-4 Weeks 2 Proof of Concept Creation We demonstrate the feasibility of the use case, providing evidence of tangible benefits 3-8 Weeks 3 Solution Development We build a full-scale implementation, leveraging your data and our expertise 8-16 Weeks 4 Deployment and Support We deploy and integrate the solution within your enterprise and provide ongoing support 4-8 Weeks, ∞ Support Talk to an Expert Do you want to explore how AI can add value to your business? Reach out and we will provide a free assessment! Contact Us! Our Services Business Analytics & Insights Data Visualisation Data Storytelling Dashboarding/Reporting Customer Profiling Customer Segmentation View Use Cases Computer Vision Video Analytics Image Processing Object Recognition Surveillance Anomaly Detection View Use Cases AI Enabled Softwares Image Studio Scan2Text Medical Assistants Smart ERPs Cybersecurity Suite View Use Cases Natural Language Processing Chatbots Text to Speech Speech to Text Speaker Separation Text Analysis View Use Cases AI in Business Processes Market Mix Modelling Churn Prediction Employee Attrition Pricing Promotion Analytics View Use Cases Technology Stack Cloud Platforms ML Tools Visualisation Tools Deployment Industries Discover how AI can empower a few example industries below. Manufacturing Challenges In the manufacturing industry, decreasing costs without compromising on the delivery of high-quality products & associated services is a constant struggle. Opportunities AI can enable automated and optimized planning, predictive maintenance, cut unplanned downtime, enhance efficiency and product quality, monitor processes and safety protocols. What can AI do for Manufacturing? Supply chain optimization to minimize inventory Optimization of production planning to deliver orders on time in the most resource-efficient way Detection of product malfunctions to enhance safety Anomaly detection to generate prompt alerts Supervisor presence monitoring Automated quality assurance and SOP compliance tracking Results Implementation of AI in manufacturing organisations can result in upto 30% cost reduction and upto 10% production volume increase. Click here to view Use Cases Retail Challenges The retail industry is highly competitive with increasing pressure from online competitors. Leading retailers know that customer experience and streamlined operations are key to their success. Opportunities Customer experience is being transformed via capabilities such as enhanced buyer engagement via virtual media and conversational interfaces, personalization and recommendations. What can AI do for Retail? Virtual reality driven interfaces can increase buyer engagement resulting in increased sales AI can deliver unique insights on consumer buying behavior and how to react AI can derive conclusions from big data and create personalized online shopping experiences for customers Using NLP technology, retail stores can help customers locate an item and get answers to their questions about a specific product. With AI it’s possible to improve and automate the forecasting of product demand with significant numbers Determine the optimal location, product range and opening hours of new stores in order to maximize (expected) revenues Computer Vision powered applications can perform inventory checks and manage consumer traffic at cashpoints Results Implementation of AI technologies in the retail sector can lead to 30% decrease in out-of-stock complaints, 15% reduction in inventory levels & upto 10% additional sales. Click here to view Use Cases Healthcare Challenges Increasing patient demands for personalised healthcare, coupled with the lack of trained specialists, continue to add to the woes of the healthcare industry. While the amount of data available soars every day, AI is needed to make sense of it and deliver results and actionable insights. Opportunities Artificial intelligence can simplify the lives of patients, doctors and hospital administrators by performing tasks that are typically done by humans, but in less time and at a fraction of the cost. AI has countless applications in healthcare. Whether it’s being used to discover links between genetic codes, to power surgical robots or even to maximize hospital efficiency, AI has the potential to revolutionize the healthcare industry. What can AI do for Healthcare? Efficient diagnosis and reduction in error rates Tele-healthcare facilities Drug discovery and personalised medication Patient data analysis & its validation with literature to deliver actionable insights Results AI in healthcare can lead to better accessibility and improve gen...;DeepLogic AI: Artificial Intelligence Solutions for your Business. Accelerating Businness Innovation & Digital Transformation by infusing powerful Artificial Intelligence driven insights & actions in your organisation.;;;;;success;200
2207;Entercard;entercard.se;corporation;"ENTERCARD innebär finansieringslösningar som gör kundens vardag enklare och säkrare. Entercard lanserar Superdealen Superdealen är ett nytt förmånsprogram för utvalda kreditkortskunder som erbjuder 15-30 % rabatt i välkända butiker under kampanjperioder. Läs mer Entercard och FOREX i nytt partnerskap Entercard Group AB och FOREX har ingått ett nytt avtal som innebär att Entercard blir ny kreditkortsutgivare för FOREX Kreditkort. Det nya samarbetet gäller med start från december 2024. Läs mer Kundkännedom (KYC) Alla banker och finansinstitut är enligt lag skyldiga att ha god kunskap om dig som kund och hur du avser att använda dina produkter. Detta kallas för KYC (Know Your Customer/kundkännedom). Läs mer Vårt koncept för att skapa dream team På Entercard har vi en levande kultur av passion, mångfald och ständigt lärande. Läs mer Produkter re:member flex kreditkort re:member privatlån Coop Mastercard Mer LO Mervärde ditt förbunds Mastercard-kort LO Mervärde Medlemslånet MoreGolf Mastercard Se alla våra produkter Viktiga länkar Vi hjälper dig Här hittar du vanliga frågor och svar om ditt kreditkort. Spärra kort Om ditt kort försvinner eller blir stulet måste du spärra ditt kort omgående. Ring vår spärrservice. Digitala plånböcker Börja använda din Entercard-produkt genom betalningsappar och upplev fördelarna med en digital plånbok. Senaste nyheter från Entercard Entercard lanserar ""Superdealen"" – ett nytt förmånsprogram för svenska kreditkortskunder Entercard är glada att tillkännage lanseringen av sitt nya förmånsprogram, Superdealen. Denna initiala lansering inkluderar majoriteten av svenska kortprodukter och partners som tillhandahålls av Entercard, med spännande månatliga erbjudanden och rabatter upp till 30 %. Läs mer Entercard och FOREX i nytt partnerskap Entercard Group AB och FOREX har ingått ett nytt avtal som innebär att Entercard blir ny kreditkortsutgivare för FOREX Kreditkort. Det nya samarbetet gäller med start från december 2024. Läs mer Entercard Appointed 'Newcomer' for 2023 by Career Company We are thrilled to announce that Karriärsföretagen has appointed Entercard as this year's 'Newcomer' for 2023 in the Social Science category, making it one of Sweden's most attractive employers among Young Professionals and Students in 2023. Läs mer Entercard börjar med återvunnen plast i sina kreditkort Från september 2022 börjar Entercard övergå till återvunnen plast i sina kreditkort. Korten kommer att tillverkas med minst 85, 5 % återvunnen plast, hämtad från lokalt plastavfall, nära där Entercards korttillverkare Idemias produktionsanläggningar finns. Det blir därför ingen långväga transport av plasten innan den hamnar i produktion. Läs mer";ENTERCARD-produkter och -tjänster finansierar de stora och små ögonblicken i vardagen.;Financial;;;;success;200
1574;Scrive AB;https://www.scrive.com/;corporation;Founded in 2010, Scrive quickly became the Nordic e-sign market leader. Today, 10 000+ customers in 50+ countries rely on Scrive to automate their onboarding and agreements processes with solutions powered by electronic signature and identification. As a trusted digitalisation partner, Scrive guides businesses of all sizes, including in highly-regulated industries, on their digital transformation journeys, driving customer experience, security, compliance and data quality. Headquartered in Stockholm, Scrive is backed by Vitruvian Partners and has over 200 employees.;Scrives molnbaserade plattform erbjuder automatisering av avtalens livscykel med hjälp av elektroniska signaturer och identifieringslösningar.;Information Technology;;;;success;200
2078;Four PR;https://www.fourpr.se;corporation;Four PR är en Örebrobaserad PR- och kommunikationsbyrå med kunduppdrag som sträcker sig över Skandinavien och vidare. Vi hjälper våra kunder att hitta och utveckla sin roll i och sitt bidrag till samhället, och vi skapar kommunikation som genererar svarta siffror på sista raden.;Vi erbjuder PR- och kommunikationsstöd utifrån ett antal områden och tjänster. Vi tar dig och din organisation från där ni befinner er idag till dit ni vill nå. Det kan handla om mål som ökad försäljning, stärkt varumärke, värva flera medlemmar eller ökat samhällsengagemang. I alla de uppdrag vi tar oss an vill vi skapa insiktsdriven kommunikation, som ger goda affärs- och samhällsnyttor.;Consulting & Advisory;;;;success;200
1785;Derome AB;https://www.derome.se;corporation;Från skog till färdigt hus Derome är Sveriges största familjeägda träindustri, med kontroll på hela värdekedjan från skog till färdigt hus, förenklar vi kundens vardag och verkar för hållbar utveckling i alla led. Vårt erbjudande omfattar förädling av skog, produktion och försäljning av trä-, bygg- och industriprodukter, maskinuthyrning, bygglogistik samt utveckling av bostäder och bostadsområden. Läs mer om Derome . Trä och handslag är våra råvaror I över 75 år har Derome snickrat ihop vardagen för andra. Vi har både erfarenhet och engagemang - du kan lita på att vi kan hantverket och kommer göra vad vi kan för att hjälpa dig. Det märker du i handslaget . Inget krångel, helt enkelt. Handla online Besök vår e-handel Vårt erbjudande Se vår kedja Hållbarhet Vårt hållbarhetsarbete Karriär Hitta din nästa utmaning Vill du följa med bakom kulisserna? Följ oss på Instagram Nyheter 2025-11-04 Så här ska kvarteret Pilatorpet se ut – Göinge Bys första bostäder Nu blir planerna verklighet. De allra första bostäderna i Göinge By, Deromes nya storskaliga trädgårdsstad i trä, börjar ta form i Trönninge i Varberg. I den första delen ska totalt 150 bostäder byggas och först ut är tio kedjehus i trä, i kvarteret Pilatorpet. Läs mer 2025-11-03 Christoffer Dalmin blir ny divisionschef på A-hus Efter tio år inom Deromekoncernen tar Christoffer Dalmin nu över som divisionschef för A-hus. Trots en bostadsmarknad i motvind ser har stor potential i A-hus och den fortsatta utvecklingen framåt. Läs mer 2025-10-24 Högtryck på Stormgatan - så här ska huset se ut Bostadsprojektet Stormgatan i centrala Varberg har mött ett ovanligt starkt intresse. På bara dagar såldes majoriteten av bostäderna. Av de 23 lägenheterna finns i skrivande stund endast sju kvar till försäljning. Läs mer Se fler nyheter;Deromes erbjudande innefattar förädling av skog samt försäljning av trä-, bygg- och industrivaror, maskinuthyrning, bygglogistik och bostäder i trä.;Retail, Energy, Financial, Information Technology, Forestry & Wood, Manufacturing, Transportation & Logistics;;;;success;200
