id,name,type,website,description,location_city,location_country,location_greater_stockholm,logo_url,owner,maturity,accepts_interns,is_swedish,source,metadata_source_url,data_quality_score,last_updated,sectors,domains,ai_capabilities,dimensions
1148,AI Lund,academia,https://www.ai.lu.se/start,"AI Lund is a network for understanding, explaining and improving education, research and collaboration around AI based on the scope of the university activities. Research on artificial intelligence and machine learning at Lund University is done at many departments at most faculties. AI Lund is an interdisciplinary open network for research, education and innovation in the field of Artificial Intelligence, coordinated by Lund University. You are welcome to contact AI Lund through any of the members of the coordination group here.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4783/Screen-Shot-2022-12-12-at-13.38.17.png,Lunds Universitet,,,1,my.ai.se,,85,2025-10-15 16:50:01,Education,,,
1149,Vinnova,publicsector,https://www.vinnova.se,,,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1274/Vinnova.png,,,,1,my.ai.se,,50,2025-10-15 16:50:01,Authority & Agency,,,
1152,Rek.ai,startup,https://rek.ai,"Rek.ai är en lättanvänd saas-tjänst som kan installeras med hjälp av javascript på webbplatser, intranät och i appar. Tex som här på my.ai, där rek.ai visar personaliserade rekommendationer i högerspalten. I grundutförandet baseras rekommendationerna från tjänsten på anonym besöksdata, men har en rad anpassningsbara faktorer. E-com och tech-företag har förbättrat användarupplevelsen med hjälp av automatiserade rekommendationer under lång tid. Nu ser vi en tydlig trend, där alla typer av webbplatser går mot att serva användarna med relevant innehåll. Vi har skapat en rekommendationsmotor, baserad på deep learning teknik, som går att använda för att föreslå relevanta länkar, nyheter, sökord och navigering. Rek.ai har över 100 aktiva AI-projekt som automatiskt tränas och installeras varje dygn.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4890/logo-rekai-blue-white-bg@2x.png,,,,1,my.ai.se,,85,2025-10-15 16:50:01,"Retail, Municipality, Authority & Agency, Education, Media, Region","Customer Service & Support, Marketing & Communications, Operations, Human Resources, Sales",,"Usecases & Inspiration, Execution, Organization, Technology, Vision & Strategy, Data"
1153,Adopticum,organizer,,,,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/665/Screenshot-2021-11-18-at-10.17.32.png,,,,1,my.ai.se,,30,2025-10-15 16:50:01,,,,
1155,University of Helsinki,academia,https://www.helsinki.fi/sv,University of Helsinki,,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/716/HY__LD01_LogoFP_EN_B3____BW.png,,,,1,my.ai.se,,50,2025-10-15 16:50:01,Education,,,
1156,Chalmers,academia,https://www.chalmers.se,"Chalmers University of Technology in Gothenburg conducts research and education in technology and natural sciences at a high international level. The university has 3100 employees and 10,000 students, and offers education in engineering, science, shipping and architecture. With scientific excellence as a basis, Chalmers promotes knowledge and technical solutions for a sustainable world. Through global commitment and entrepreneurship, we foster an innovative spirit, in close collaboration with wider society. The EU’s biggest research initiative – the Graphene Flagship – is coordinated by Chalmers. We are also leading the development of a Swedish quantum computer. Chalmers was founded in 1829 and has the same motto today as it did then: Avancez – forward",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/718/Chalmers.png,,,,1,my.ai.se,,80,2025-10-15 16:50:01,Education,,,
1157,Skyqraft,startup,https://www.skyqraft.com/,"Skyqraft is on a mission to revolutionize the infrastructure inspection market. We are a team of experts, with extensive and in depth expertise within power line inspections, machine learning and computer vision, drone operations, customer service and business management. We believe that this diversity in experience is a major factor contributing to our success, making us a knowledgeable, trustworthy partner. Founded in Sweden. Skyqraft is an innovative technology company helping utilities make better decisions about their grids. Leveraging artificial intelligence, aerial grid images are converted into powerful and usable management information. By analyzing and visually displaying grid insights, Skyqraft enables you to make smarter, more sustainable and cost-efficient daecisions about your grid maintenance. Our progress Today, Skyqraft is a trusted partner of some of the most forward looking and influential utility companies in Europe and North America, providing them with data and insights needed to plan and maintain tomorrow’s linear infrastructure . Skyqraft offers low upfront costs and limited technical barriers to get started with our software and services. Predict and avoid equipment breakdowns When your grid and equipment is constantly running - affected by harsh weather, growing vegetation and aging materials - they will inevitably break down. Skyqraft’s software gives you an accurate inventory and ensures when those unplanned breakdowns happen, you have powerful visuals and metrics of the grid, making maintenance planning more efficient. Keep maintenance costs to a minimum Skyqraft analytics provides you with full visual understanding of your grid, allowing you to make the most cost-effective decisions for your maintenance organization. Access a visual data hub for your grid Skyqraft allows all relevant functions of your organization to access the visual data, improving communication between grid owners, vegetation management, line workers and maintenance staff. Skyqraft’s software allows you to instantly pull data, add comments and see comment history, share visual data internally, generate reports and more.In addition, Skyqraft supports seamless integration to all major AMS systems Enable a safer and more sustainable environment Co2 emissions saved, costs lowered and a safer work environment achieved as fewer site visits are needed. Planning of maintenance work can be done through Skyqraft’s software from your office desk.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4821/1648536062142.jpg,,,,1,my.ai.se,,85,2025-10-15 16:50:01,"Automotive, Information Technology, Telecommunications, Transportation & Logistics","Sustainability / Ethics / CSR, Purchasing & Procurement, Operations",,"Usecases & Inspiration, Technology, Data"
1160,DIGG - Agency for Digital Government,publicsector,https://www.digg.se/,"Our mission is to digitalise Sweden In order to achieve a sustainable welfare society, the digitalisation of Sweden needs to be intensified. That is the purpose of DIGG. Together with the entire public administration, we strive to make the transition happen – and benefit all.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/865/digg-logga.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,Authority & Agency,"Research & Development, IT & Software, Legal & Compliance",,"Usecases & Inspiration, Ecosystem & Partners, Execution, Competence & Expertise, Culture & Mindset, Organization, Technology, Vision & Strategy, Data"
1161,Volvo Cars,corporation,https://www.volvocars.com/,"From the very outset Volvo Cars has been a brand for people who care about the world we live in and the people around us. We have made it our mission to make life easier, better and safer for everyone.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/886/286708_Volvo_Iron_Mark.jpg,,,,1,my.ai.se,,75,2025-10-15 16:50:01,Automotive,"Research & Development, IT & Software, Legal & Compliance, Customer Service & Support, Marketing & Communications, Operations, Production",,"Usecases & Inspiration, Technology, Data"
1162,Sahlgrenska Universitetssjukhuset,publicsector,https://www.sahlgrenska.se,"Kompetens och omtanke På Sahlgrenska Universitetssjukhuset finns kompetensen att utföra de allra mest avancerade behandlingar och ingrepp som dagens medicinska utveckling tillåter. Samtidigt är omtanken och omvårdnaden om patienten vårt främsta fokus. För att kunna garantera kvalitet är ständig utveckling och förbättring ett viktigt mål. Som ett av landets största universitetssjukhus har vi närheten till allt det som erbjuds inom utbildning och forskning på Sahlgrenska akademin vid Göteborgs universitet. Bredd och djup Sahlgrenska Universitetssjukhuset fungerar som ett länssjukhus för invånarna i Göteborgsområdet. I Västra Götalandsregionens är vi en motor för hälso- och sjukvårdsutvecklingen. Patienter från hela regionen kommer hit för olika specialistbehandlingar och kunskap förs också ut till regionen. Vi har spetskompetens inom cirka 25 specialiteter och behandlar patienter från hela Sverige. Det gäller bland annat hjärt- och kärlsjukvård, rekonstruktiv kirurgi, barnsjukvård, vaccin, immunologi, reumatologi och kateterburen intervention. Barnhjärtkirurgin på vårt barnsjukhus, Drottning Silvias barn- och ungdomssjukhus, har utsetts till rikssjukvård av Socialstyrelsen. Flera platser i Göteborgsområdet Vår verksamhet finns på flera platser i Göteborgsområdet – på Sahlgrenska sjukhuset, Östra sjukhuset, Mölndals sjukhus, Högsbo sjukhus och på flera öppenvårdsmottagningar runtom i stan. Tillsammans arbetar cirka 17 000 medarbetare hos oss, vilket gör sjukhuset till en av de största arbetsplatserna i Västra Götalandsregionen.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/894/Sahlgrenska.jpeg,,,,1,my.ai.se,,80,2025-10-15 16:50:01,Healthcare & Life Sciences,,,
1163,Stockholms stad,publicsector,http://start.stockholm,"Our aim is to continuously develop Stockholm, to be there for its citizens and to make Stockholm Northern Europe's most attractive city for people and businesses looking for high quality of life, financial growth and a vibrant, knowledge-based environment.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/10502/StockholmsStad_logotypeStandardA3_300ppi_svart.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,Municipality,"Child Protection, Accounting & Finance, Culture & Leisure, Environment, Operations, Social Services, Traffic & Infrastructure, Education & Learning, Innovation",,"Organization, Technology"
1166,TecPoint,supplier,https://tecpoint.se,"TecPoint is a Swedish company focusing on delivering advanced R&D services in Industrial AI to innovative and high-growth companies. We are experts in machine learning, computer vision, augmented reality, sensors, IoT and autonomous systems. The company has provided R&D services since 2006 and has customers in the Nordics and Western Europe. We support innovation and growth by providing a flexible R&D structure to high-tech companies and start-ups. We work in close cooperation with specialized partners, providing access to state-of-the-art competence.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4781/1519901053405.jpg,,,,1,my.ai.se,,85,2025-10-15 16:50:01,"Automotive, Research, Healthcare & Life Sciences, Information Technology, Food & Farming, Manufacturing, Transportation & Logistics",Research & Development,,
1168,ALMI Mälardalen,corporation,https://www.almi.se/om-almi/kontakt/kontaktlista/?office=4423,"Det här gör Almi Ska du göra verklighet av din idé? Vill du bygga ett företag som är lönsamt, växande och långsiktigt hållbart? I så fall borde du vända dig till oss på Almi. Tillsammans kan vi ta ditt företagande till en ny nivå. Vi på Almi har länge arbetat nära tillväxtföretag. Det har gett oss en unik erfarenhet av de utmaningar som tillväxtföretagande innebär. Det har också lärt oss en hel del om vad som behövs för att lyckas. Vi erbjuder lån och affärsutveckling till företag med tillväxtpotential. Det gäller såväl företag som är i startupfas som befintliga företag. Genom dotterbolaget Almi Invest investerar vi riskkapital i företag i tidiga skeden med stor tillväxtpotential och en skalbar affärsidé. Almi kan bidra på flera olika sätt under företagets tillväxtresa. Ju större potential ditt företag har att växa, desto mer resurser kan Almi satsa. Den första kontakten med Almi startar alltid med en dialog om företagets behov. Den visar om det finns behov av Almis tjänster eller om det finns andra aktörer som bättre tillgodoser företagets behov. Våra rådgivare har lång erfarenhet av att vägleda företag framåt på tillväxtresan. Oavsett var du är på den resan bör du kontakta Almi.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1070/Unknown.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,,,,
1170,OpenMined,network,https://www.openmined.org,LET'S SOLVE PRIVACY OpenMined is an open-source community whose goal is to make the world more privacy-preserving by lowering the barrier-to-entry to private AI technologies.,,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1092/OpenMined.png,,,,1,my.ai.se,,60,2025-10-15 16:50:01,,Sustainability / Ethics / CSR,,"Usecases & Inspiration, Ecosystem & Partners, Technology, Data"
1172,DeepMind,corporation,https://deepmind.com,"We’ve always been fascinated by human intelligence – it shaped the modern world we live in today. Intelligence allows us to learn, imagine, cooperate, create, communicate, and so much more. By better understanding different aspects of intelligence, we can use this knowledge as inspiration to build novel computer systems that learn to find solutions to difficult problems on their own.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1178/DeepMind.jpeg,Google,,,1,my.ai.se,,75,2025-10-15 16:50:01,Research,,,Technology
1175,AI Singapore,network,https://aisingapore.org,"AI Singapore (AISG) is a national AI programme launched by the National Research Foundation (NRF) to anchor deep national capabilities in Artificial Intelligence (AI) thereby creating social and economic impacts, grow the local talent, build an AI ecosystem, and put Singapore on the world map. The programme office is hosted by the National University of Singapore (NUS) and brings together all Singapore-based research institutions and the vibrant ecosystem of AI start-ups and companies developing AI products to perform use-inspired research, grow the knowledge, create the tools, and develop the talent to power Singapore’s AI efforts. AISG is driven by a government-wide partnership comprising NRF, the Smart Nation and Digital Government Office (SNDGO), the Economic Development Board (EDB), the Infocomm Media Development Authority (IMDA), SGInnovate, and the Integrated Health Information Systems (IHiS).",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1288/AI-Singapore.jpeg,,,,1,my.ai.se,,80,2025-10-15 16:50:01,"Research, Information Technology, Education",,,
1178,AMD Silo AI,supplier,https://www.amd.com/en/solutions/ai/silo-ai.html,AMD Silo AI is a leading AI lab focused on developing advanced AI models and solutions optimized for AMD leadership compute platforms.,,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/22848/download.jpeg,,,,1,my.ai.se,,60,2025-10-15 16:50:01,"Retail, Financial, Automotive, Research, Healthcare & Life Sciences, Information Technology, Telecommunications, Manufacturing, Media",,,
1182,PICTA Prehospital Innovation Arena,team,http://picta.lindholmen.se,"Prehospital Innovationsarena - IT och eHälsa för bättre sjukvård Arenan drivs av Lindholmen Science Park i samarbete med ett trettiotal organisationer från sjukvård, näringsliv och akademi. Genom gemensamma projekt, kunskapsspridning och forskning vill vi säkerställa att IT och e-hälsa används på bästa sätt inom den prehospitala sjukvården.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4779/Screen-Shot-2022-12-12-at-13.18.42.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,"Research, Healthcare & Life Sciences, Information Technology, Region",Innovation,,"Usecases & Inspiration, Competence & Expertise, Technology, Vision & Strategy, Data"
1185,AI Think Tank,network,,"AI Think Tank The AI Think Tank is planned and directed by Viktor Öberg, David Andersen, Tosca Malm, Filip Romeling, Masae Ebersson, Levi Szasz, Adrian Glinqvist & Harris Vagelopoulos from the AI Business Consultant Program at Hyper Island. Together with Peter Kurzwelly from AI Sweden they have created a community with the main mission to bring together business leaders and create more awareness about today's AI opportunities and challenges with the three lead words CONNECT, DISCUSS, INNOVATE. Each event includes an expert in the topic of the event with the main task to inspire the participants by showcasing different ways of using AI and possible business opportunities. Follow us on LinkedIn and Instagram to get the latest events and topics: https://www.linkedin.com/company/ai-think-tank https://www.instagram.com/ai.think.tank/",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1412/1.png,,,,1,my.ai.se,,65,2025-10-15 16:50:01,Education,,,
1190,Happy42,supplier,https://happy42.dk,"The world is changing at a rapid pace. Your industry is most likely being disrupted by new technologies and startups while you read this. Together we will make sure that you can follow, integrate and create innovation in your industry. That’s what Happy42 is all about! Learn more about what we do",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1532/Happy42.png,,,,1,my.ai.se,,70,2025-10-15 16:50:01,Information Technology,,,
1191,Nordic Innovation,publicsector,https://www.nordicinnovation.org,"Nordic Innovation is an organization under the Nordic Council of Ministers. We aim to make the Nordics a pioneering region for sustainable growth by promoting entrepreneurship, innovation and competitiveness in Nordic businesses. We support the Nordic prime ministers’ vision that the Nordic region will become the most sustainable and integrated region in the world in 2030.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1539/Nordic-Innovation.jpeg,,,,1,my.ai.se,,70,2025-10-15 16:50:01,Information Technology,,,
1196,The Alan Turing Institute,academia,https://www.turing.ac.uk,"We believe data science and artificial intelligence will change the world. We are pioneers; training the next generation of leaders, shaping the public conversation, and pushing the boundaries of these sciences for the public good.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1534/Alan-Turing-Institute.png,,,,1,my.ai.se,,65,2025-10-15 16:50:01,,,,Competence & Expertise
1198,Linnaeus University,academia,,,,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1530/Linneuniversitetet_logo.png,,,,1,my.ai.se,,35,2025-10-15 16:50:01,Information Technology,,,
1200,HighFive,organizer,https://h5halmstad.se/,"HighFive är en framtidsarena - för alla som vill starta, utveckla eller etablera sitt företag i region Halland. Vi har två inkubatorer (en för startups och en för studenter), en mötesplats och en projekt-hub där vi kickar igång och genomför utvecklings- och innovationsprojekt för befintliga företag samt främjar innovation inom kommunen. HighFive ger dig ett sammanhang där en öppen kultur står i centrum och där innovationer skapas. Vi omsätter ny kunskap till nya möjligheter. Hos oss träffar du nya entreprenörer, erfarna företagare, affärsutvecklare, studenter och forskare.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1555/H5_LightPurp_RGB.png,,,,1,my.ai.se,,85,2025-10-15 16:50:01,Region,Innovation,,
1202,Sentian.ai,startup,https://www.sentian.ai/,"Sentian.ai offers Industrial AI solutions We deliver process optimization solutions based on innovative AI that deliver a sustainable step-change in performance, use fewer natural resources and help organizations retain expert knowledge.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1583/Sentian_Vertical_Dark.png,,,,1,my.ai.se,,75,2025-10-15 16:50:01,"Forestry & Wood, Manufacturing, Transportation & Logistics","Sustainability / Ethics / CSR, Operations, Production",,Technology
1203,AI4Belgium,network,https://www.ai4belgium.be/,"AI 4 Belgium is a grassroot community that enable Belgian people and organizations to capture the opportunities of AI while facilitating the ongoing transition responsibly. This coalition brings together AI key-players from public sector, private sector, academia and civil society. AI 4 Belgium has the ambition to position Belgium, including its regions, in the European AI landscape.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/4775/LOGO-270x63.jpg,,,,1,my.ai.se,,65,2025-10-15 16:50:01,,,,Competence & Expertise
1206,Öppet AI-nätverk för kommuner & regioner,network,https://www.ai.se/en/open-network,"Att som offentlig organisation ta sig an AI är en utmaning. Tillsammans med SKR håller AI Sweden fyra gånger per år öppna AI-nätverksmöten med fokus på kommuner och regioner för att underlätta det arbetet och låta deltagarna dela erfarenheter och tips med varandra. Här kan du hitta inspelningar, länkar och dokument kopplade till nätverket.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1623/AI-natverk.jpg,,,,1,my.ai.se,,70,2025-10-15 16:50:01,"Municipality, Region",,,Ecosystem & Partners
1210,"Swedish Institute for Standards, SIS",network,http://www.sis.se,"SIS acts as project manager for Swedish efforts to develop standards. We strive to increase Sweden's influence on international collaboration and to ensure that best practices are shared and leveraged throughout Sweden. We also offer traning, services and products that help our customers to develop their businesses and create societal benefits with the help of standards.",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1678/sis.PNG,,,,1,my.ai.se,,75,2025-10-15 16:50:01,"Retail, Financial, Automotive, Research, Healthcare & Life Sciences, Information Technology, Municipality, Food & Farming, Space, Forestry & Wood, Telecommunications, Manufacturing, Transportation & Logistics, Education, Media, Region","Accounting & Finance, Research & Development, Sustainability / Ethics / CSR, Purchasing & Procurement, IT & Software, Legal & Compliance, Customer Service & Support, Management & Leadership, Marketing & Communications, Operations, Human Resources, Production, Sales, Innovation",,"Usecases & Inspiration, Ecosystem & Partners, Competence & Expertise, Culture & Mindset, Organization, Technology, Vision & Strategy, Data"
1212,Weather Labs,startup,https://www.weatherlabs.io/,World's first AI-ready weather API,,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1694/Screenshot-2022-03-20-at-14.04.50.png,,,,1,my.ai.se,,55,2025-10-15 16:50:01,"Retail, Financial, Automotive, Research, Municipality, Food & Farming, Space, Forestry & Wood, Telecommunications, Transportation & Logistics, Media, Region",Operations,,Data
1218,Fraunhofer-Chalmers Centre,supplier,http://www.fcc.chalmers.se,"The Fraunhofer-Chalmers Centre (FCC) provides contract research, services, algorithms, and software based on advanced mathematics within modelling, simulation, optimization, and data analytics. FCC incorporates experts in systems & data analysis, pharmacometrics, machine learning & artificial intelligence, fluid & structural dynamics, statistics, numerical analysis, and software development within a tightly integrated environment of about 70 employees, many of which are holding a PhD in their respective subject. The centre is divided into three departments; Geometry and motion planning, Computational engineering and design, and Systems and data analysis. FCC has extensive activities involving applied artificial intelligence and machine learning and is part of Chalmers AI Research center (www.chalmers.se/chair), the Fraunhofer Center for Machine Learning (fzml.fraunhofer.de) – a part of the Fraunhofer Cluster of Excellence Cognitive Internet Technologies, AI Sweden (ai.se).",,Sweden,,https://aihubtest-bucket.s3.eu-north-1.amazonaws.com/public/storage/images/1819/FCC.png,,,,1,my.ai.se,,85,2025-10-15 16:50:01,"Energy, Automotive, Research, Healthcare & Life Sciences, Information Technology, Food & Farming, Space, Manufacturing",Research & Development,,"Usecases & Inspiration, Competence & Expertise, Technology"
