company_id,company_name,company_type,company_website,company_location_city,company_owner,fuzzy_score,organization_number,scb_company_name,co_address,post_address,post_code,post_city,municipality_code,municipality,county_code,county,num_workplaces,employee_size_code,employee_size,company_status_code,company_status,legal_form_code,legal_form,start_date,registration_date,industry_1_code,industry_1,industry_2_code,industry_2,revenue_year,revenue_size_code,revenue_size,phone,email,employer_status_code,employer_status,vat_status_code,vat_status,export_import
1475,Daresay by Knightec,supplier,https://daresay.co,,,100,5567703573,Daresay AB,KNIGHTEC AB,RÄTTARVÄGEN 3,169 68,SOLNA,0163,Sollentuna,01,Stockholm,1   ,5 ,20-49 anställda,1,Är verksam,49,Övriga aktiebolag,2009-02-10,2008-11-25,62020,Datakonsultverksamhet,     ,,2024,7 ,50 000 - 99 999 tkr,08212166,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
1492,Mölnlycke Health Care AB,corporation,http://www.molnlycke.se,UTLANDET,,100,5565475489,MÖLNLYCKE HEALTH CARE AB,,BOX 6,431 21,MÖLNDAL,1481,Mölndal,14,Västra Götaland,1   ,9 ,500-999 anställda,1,Är verksam,49,Övriga aktiebolag,1999-03-05,1997-11-05,46460,Partihandel med medicinsk utrustning och apoteksvaror,     ,,2024,11,5 000 000 - 9 999 999 tkr,,info.se@molnlycke.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1503,Almi,publicsector,almi.se,,,100,5564816204,Almi AB,,VÄSTRA JÄRNVÄGSGATAN 3,111 64,STOCKHOLM,0180,Stockholm,01,Stockholm,4   ,7 ,100-199 anställda,1,Är verksam,49,Övriga aktiebolag,1994-08-20,1994-02-19,70100,Verksamheter som utövas av huvudkontor,64920,Annan kreditgivning,2024,8 ,100 000 - 499 999 tkr,087098900,info@almi.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1511,Semanttic AB,startup,https://www.semanttic.com,,,100,5568514185,Intunio AB,,KORSGATAN 24,411 16,GÖTEBORG,1480,Göteborg,14,Västra Götaland,1   ,5 ,20-49 anställda,1,Är verksam,49,Övriga aktiebolag,2015-07-07,2011-05-10,62010,Dataprogrammering,     ,,2024,6 ,20 000 - 49 999 tkr,0706518539,info@intunio.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
1515,DigJourney,supplier,http://www.digjourney.com/ai,,,100,5590499629,DJourney AB,,ÅKERVÄGEN 92,121 33,ENSKEDEDALEN,0180,Stockholm,01,Stockholm,1   ,1 ,0 anställda,1,Är verksam,49,Övriga aktiebolag,2016-04-05,2016-02-10,70220,Konsultverksamhet avseende företags organisation,     ,,2024,3 ,1 000 - 4 999 tkr,,joakim@digjourney.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
1536,Region Halland,publicsector,https://www.regionhalland.se,HALMSTAD,,100,2321000115,REGION HALLAND,,Box 517,301 80,HALMSTAD,1380,Halmstad,13,Halland,80  ,15,5000-9999 anställda,1,Är verksam,84,Regioner,1976-01-01,1974-01-01,86102,Specialiserad sluten somatisk hälso- och sjukvård på sjukhus,86221,"Specialistläkarverksamhet inom öppenvård, på sjukhus",2024,9 ,500 000 - 999 999 tkr,035134800,regionen@regionhalland.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1550,Mindact.ai,supplier,https://mindact.ai,,,100,5592936545,Mindact Solutions AB,,LAGASTIGEN 16,331 30,VÄRNAMO,0683,Värnamo,06,Jönköping,1   ,1 ,0 anställda,1,Är verksam,49,Övriga aktiebolag,2021-05-10,2021-01-04,70220,Konsultverksamhet avseende företags organisation,62020,Datakonsultverksamhet,2024,1 ,1 - 499 tkr,,kontakt@mindact.ai,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
1555,Alstom,corporation,alstom.se,STOCKHOLM,,71,5561019356,ALSTOM Rail Sweden AB,,BOX 42505,126 16,STOCKHOLM,1980,Västerås,19,Västmanland,15  ,11,1500-1999 anställda,1,Är verksam,49,Övriga aktiebolag,2003-10-14,1972-01-01,30200,Tillverkning av rälsfordon,27900,Tillverkning av annan elapparatur,2024,11,5 000 000 - 9 999 999 tkr,0108520000,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1560,Region Västmanland,publicsector,https://regionvastmanland.se/,VÄSTERÅS,,100,2321000172,REGION VÄSTMANLAND,,,721 89,VÄSTERÅS,1980,Västerås,19,Västmanland,32  ,15,5000-9999 anställda,1,Är verksam,84,Regioner,1976-01-01,1974-01-01,86102,Specialiserad sluten somatisk hälso- och sjukvård på sjukhus,86221,"Specialistläkarverksamhet inom öppenvård, på sjukhus",2024,9 ,500 000 - 999 999 tkr,021173000,region@regionvastmanland.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1572,Socialstyrelsen,publicsector,socialstyrelsen.se,STOCKHOLM,,100,2021000555,SOCIALSTYRELSEN,,,106 30,STOCKHOLM,0180,Stockholm,01,Stockholm,3   ,10,1000-1499 anställda,1,Är verksam,81,Statliga enheter,1980-01-01,1975-01-01,84123,Administration av hälso- och sjukvård,     ,,2024,5 ,10 000 - 19 999 tkr,0752473000,socialstyrelsen@socialstyrelsen.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1576,Icebreaker.vc,corporation,https://icebreaker.vc,,,100,5592681547,Icebreaker Fund Management Sweden AB,TINELL,LÖVHOLMSVÄGEN 76,117 65,STOCKHOLM,0180,Stockholm,01,Stockholm,1   ,1 ,0 anställda,1,Är verksam,49,Övriga aktiebolag,2020-10-05,2020-08-31,66301,Förvaltning av investeringsfonder,     ,,,0 ,,,jessetinell@gmail.com,1,Är registrerad som vanlig arbetsgivare,0,Har aldrig varit registrerad för moms,N
1578,Västerås stad,publicsector,https://www.vasteras.se,,,87,5564896552,Västerås Stadshus AB,"MÄLARENERGI AB, FINANS EKONOMI",BOX 14,721 03,VÄSTERÅS,1980,Västerås,19,Västmanland,1   ,2 ,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,1995-05-21,1994-06-25,84111,"Stats- och kommunledning, lagstiftning och övergripande planering",     ,,2024,3 ,1 000 - 4 999 tkr,,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
1598,Arlaplast,corporation,https://www.arlaplastgroup.com/en/,,,100,5561312611,ARLA PLAST AB,,BOX 33,591 06,BORENSBERG,0583,Motala,05,Östergötland,1   ,7 ,100-199 anställda,1,Är verksam,49,Övriga aktiebolag,1972-01-01,1972-01-01,22210,Tillverkning av plasthalvfabrikat,     ,,2024,9 ,500 000 - 999 999 tkr,,info@arlaplast.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1602,Appalume AB,startup,appalume.se,,,100,5593817587,Appalume IT-Consulting AB,VIST,KUNGSHAMRA 23 A,170 70,SOLNA,0184,Solna,01,Stockholm,1   ,1 ,0 anställda,1,Är verksam,49,Övriga aktiebolag,2022-06-20,2022-05-23,62010,Dataprogrammering,     ,,2024,1 ,1 - 499 tkr,,jockew1989@gmail.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
1607,Skolverket,publicsector,https://www.skolverket.se,,,100,2021004185,STATENS SKOLVERK,,Box 4002,171 04,SOLNA,0184,Solna,01,Stockholm,6   ,9 ,500-999 anställda,1,Är verksam,81,Statliga enheter,1991-08-13,1991-06-04,84121,Administration av grundskole- och gymnasieskoleutbildning,     ,,2024,6 ,20 000 - 49 999 tkr,0852733200,registrator@skolverket.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
1611,EdAider,startup,http://www.edaider.com,,,100,5592090871,EdAI Technologies AB,,SKATTETORPSVÄGEN 14,174 62,SUNDBYBERG,0183,Sundbyberg,01,Stockholm,1   ,3 ,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2019-11-25,2019-06-17,58290,Utgivning av annan programvara,62010,Dataprogrammering,2024,3 ,1 000 - 4 999 tkr,,jalal@edaider.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
1614,Stena Aktiebolag,corporation,http://www.stena.com,,,100,5560010802,STENA AKTIEBOLAG,,,405 19,GÖTEBORG,1480,Göteborg,14,Västra Götaland,1   ,5 ,20-49 anställda,1,Är verksam,49,Övriga aktiebolag,1984-04-22,1972-01-01,70100,Verksamheter som utövas av huvudkontor,     ,,2024,8 ,100 000 - 499 999 tkr,,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
1615,Oxide AI,startup,https://oxide.ai/,MALMÖ,,100,5591592596,Oxide AB,,VÄSTERGATAN 18 B,211 21,MALMÖ,1280,Malmö,12,Skåne,1   ,3 ,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2018-06-26,2018-05-22,62010,Dataprogrammering,     ,,2024,0 ,< 1 tkr,           ,contactus@oxide.ai,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
1620,Laurent Pasquier,corporation,https://global.abb/group/en,,,71,5560115114,ABB Norden Holding AB,,,721 83,VÄSTERÅS,1980,Västerås,19,Västmanland,1   ,1 ,0 anställda,1,Är verksam,49,Övriga aktiebolag,2008-01-16,1972-01-01,70100,Verksamheter som utövas av huvudkontor,     ,,2022,0 ,< 1 tkr,021325928,,1,Är registrerad som vanlig arbetsgivare,9,Är avregistrerad för moms,N
1625,VR Sverige AB,publicsector,https://www.vrsverige.com,NACKA,,100,5563519437,VR Sverige AB,,SICKLASTRÅKET 4  3TR,131 54,NACKA,0182,Nacka,01,Stockholm,8   ,12,2000-2999 anställda,1,Är verksam,49,Övriga aktiebolag,1989-08-06,1989-03-12,49311,Linjebussverksamhet,49100,"Järnvägstransport, passagerartrafik",2024,10,1 000 000 - 4 999 999 tkr,0841074474,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
